title,short_content,content,types
Kazakhstan's mining resources are increasingly coveted,"    On November 1 and 2, President Emmanuel Macron will visit Kazakhstan and Uzbekistan. France hopes to strengthen its supply of critical metals in the region. ","Essential to the energy transition, rare earths like scandium, lanthanum and cerium are the oil of tomorrow. Ever since the West began to realize its excessive dependence on China, it has been stepping up its diversification strategies. ""To secure its resources, the European Union [EU] is increasingly turning to countries such as Canada, Australia and Kazakhstan,"" summarized Thomas Gomart, director of the French Institute of International Relations.On Saturday, October 28, the death of at least 45 miners at an ArcelorMittal site was a tragic reminder of the vast underground wealth of this remote Central Asian country. On November 1 and 2, French President Emmanuel Macron will visit Kazakhstan and Uzbekistan. The motive is ""to support both countries in their reform efforts,"" stressed the president's office, as well as strengthening ties ""in the economic sphere, particularly in terms of energy and supplies.""Alongside some 15 business leaders, including from EDF, Suez and Orano (formerly Areva), as well as the Geological and Mining Research Bureau, Macron promised ""announcements of contracts."" In particular, Paris is in line to participate in the construction of Kazakhstan's first nuclear power plant. Access to critical metals will also be on the agenda.Since gaining its independence in 1991, the former Soviet Union country has boasted of having ""all the ores and elements on Mendeleev's table"" in its subsoil. According to the United States Geological Survey, it is the world's leading producer of uranium (with 40% of global production), the second largest producer of chromite (13%) and the fifth largest producer of cadmium (5.9%). It is also reported to have abundant rhenium, zinc and manganese mines.However, it is difficult to assess the full extent of its reserves. ""The economy is somewhat opaque,"" summarized Agathe Demarais of the European Council on Foreign Relations (ECFR), an independent think-tank. This is because a large part of the infrastructure and mining assets date back to the Soviet era and because the major Kazakh clans close to the government share part of the resources. Western executives working in the sector are quick to confirm, on condition of anonymity, that corruption is not uncommon.Despite this, the country is one of the most attractive in the region for foreigners, not least thanks to its reform efforts. ""Since its independence, it has been able to exploit its hydrocarbon fields using international companies with the technical skills required to do so,"" explained Dominique Menu, former Central Asia head for BNP Paribas, who writes regularly about the region.",/en/economy/
"Macron visits Central Asia to 'strengthen, complement and accelerate' partnerships","    Macron signed a series of contracts with Kazakhstan, which already supplies 40% of France's uranium, and is the first French president to go to Uzbekistan since 1994. ","French President Emmanuel Macron arrived in Uzbekistan Wednesday evening after a trip to Kazakhstan, part of a two-day tour to boost France's footprint in Central Asia. The French leader's visit comes as European nations jostle for influence in the resource-rich region, where Russia, China, Turkey and Europe all have economic interests. Visiting Kazakhstan's capital Astana earlier, Macron said he wanted to ""strengthen [...] complement and accelerate"" France's partnership with the country.Central Asia, which has long been under Russian influence and was part of the Soviet Union, is receiving increasing attention from other powers as Moscow is taken up with its war in Ukraine. Macron acknowledged the ""geopolitical pressures"" being put on Kazakhstan, which borders Russia to its north and China to its east.""I do not underestimate the geopolitical difficulties, the pressures, sometimes the jostling to which you may be subjected,"" Macron told Kazakhstan's president Kassym-Jomart Tokayev. ""In a world where great powers want to become hegemonies and where regional powers are becoming unpredictable,"" the French president said he welcomed Kazakhstan's ""refusal ... to take the route of becoming a vassal.""Tokayev, in turn, said France was his country's ""key and reliable partner in the EU"" and that he wanted to give their partnership ""extra impetus."" ""Kazakhstan is the world's top uranium producer, contributing over a quarter of nuclear fuel consumed in Europe,"" he said. ""With nuclear power comprising 63 percent of France's energy sector, there is vast potential for further cooperation,"" he added.The leaders signed a series of contracts in sectors ranging from minerals and energy to pharmaceuticals and aerospace.French energy giant EDF is in the running to build Kazakhstan's first nuclear power station – a project due to be decided on in a referendum this year. The Elysee also announced Paris would supply Ground Master 400 air defense radar systems to Kazakhstan to boost the country's ""sovereignty.""France is the fifth-biggest foreign investor in Kazakhstan, ahead of China, mainly because of the involvement of energy giant TotalEnergies in the massive Kashagan offshore oil field project. The head of French uranium company Orano, which already has a mine in Kazakhstan, is in Macron's delegation. Trade turnover between France and Kazakhstan reached €5.3 billion ($5.6 billion) in 2022 and Kazakhstan supplies around 40 percent of France's uranium needs.China is particularly active in Central Asia with its ""Belt and Road"" project, but Europe and Turkey have also shown growing interest. Hungarian Prime Minister Viktor Orban and Turkish President Recep Tayyip Erdogan are due to visit Astana this week after Macron.Both Kazakhstan and Uzbekistan are aiming for greater economic openness and balanced diplomacy, even though Russia remains their primary partner. Kazakhstan is part of the Collective Security Treaty Organisation (CSTO) – a Moscow-led military alliance – along with two other central Asian states, Kyrgyzstan and Tajikistan. The Kremlin said Wednesday that it maintained a ""historic"" partnership with its ally Astana.""Kazakhstan is a sovereign nation that develops relations with other countries at its own discretion,"" Kremlin spokesman Dmitry Peskov told reporters on Wednesday when asked if Russia was concerned by Macron's visit.The trip to Kazakhstan and Uzbekistan aims to support ""interest in a diversification of partnerships expressed by both countries,"" a French presidency source said. Several French presidents have visited Kazakhstan since the fall of the Soviet Union, but Macron will be the first to go to Uzbekistan since 1994.Despite their declared wish for political liberalization, both countries are authoritarian states where protests are often violently repressed. Uzbek President Shavkat Mirziyoyev has put an end to two decades of isolation imposed by his predecessor and former mentor Islam Karimov, but there is still no real political opposition.Macron prefers to emphasize the ""reform dynamic"" going on in the country and has said that the rule of law issue will be brought up during his visit.",/en/economy/
The British Museum launches a hunt for stolen treasures,"    This summer, the museum revealed that it had been robbed of some 2000 pieces stored in its reserves, and is appealing to the public for help in its search. ","A solid gold Roman bangle, a chain with lion-head clasps from Cyprus and finely engraved blue, green and carmine cameos were featured in photographs of items resembling those stolen from the British Museum. On September 26, the museum published on its website details the most important, and also the most embarrassing investigation in its history. The affair came to the notice of the public on August 16, 2023, when the institution revealed that around 2,000 pieces – mainly gold jewelry, semi-precious stones and glassware dating from 1500 BC to the 19th century – had disappeared from its storerooms.It was not the result of a spectacular heist organized by seasoned cat burglars, but in all likelihood, a progressive looting of items over several years, or even decades, which found their way into the pockets of a museum employee; namely one Peter Higgs, the former head of the Greek antiquities department, who had worked at the British Museum for over 30 years, before being dismissed in January 2023 when his employer began to suspect him of theft and degradation.As it was an ongoing police investigation, the museum had declined, until now, to comment further, even when The Telegraph revealed in mid-August that jewelry estimated at over €57,000 had been offered for sale on eBay for derisory sums – sometimes, less than €50. A fact confirmed by the art consultant Ivan Macquisten, who had close contact with collectors who alerted the British Museum as early as 2016, and who in his opinion, were not taken seriously enough.The British Museum has now requested potential buyers to report suspicious items and to contact them via an address dedicated to the return of lost antiquities: ""If you are concerned that you may be or may have been in possession of objects belonging to the British Museum, or if you have any other information that could help us, please email us.""In addition to its appeal to the public, the institution said  in a press release that it is working with several high-profile experts, as well as with the Art Loss Register, the largest computer database in the art world, in which more than ""400,000 items a year are checked by the register."" ""If the stolen pieces appear in it, they will be identified,"" the museum said. But the problem is that ""most of the stolen items (…) have never been photographed, or catalogued,"" said Macquisten and conceded that it would be an impossible task: The British Museum owns 8 million statues, paintings and other relics, including major works that relegate even the most elaborately worked Greek jewelry to the status of trinkets.",/en/m-le-mag/
Media frenzy around disappearance of French boy puts mountain village under the microscope,Investigation,"Sitting in his garden, looking out to the rocky Trois- Evêchés mountain range in southern France, François Balique said: ""It's a mystery. A mystery that's going in every direction."" Oblivious to the jangle of bells from the nearby church, the mayor of Le Vernet continued wearily: ""Why are people so interested? Because it's as mysterious as a miracle. But a tragic miracle.""On July 8, a two-year-old boy named Émile disappeared from the outskirts of this village of 130 inhabitants. The child had been playing near his grandparents' house in Haut-Vernet, a hamlet nestled 2 kilometres from the main village. The summer holidays had just begun.A two-day search by nearly 800 people – gendarmes, voluntary firefighters, family members and tourists – yielded nothing. A 5-kilometre perimeter was scoured in vain. There was not a trace of the boy to be found. The investigation has begun to lose traction. A national unit of 23 specialist police officers, coordinated from Marseille, has been working night and day on the case. But with no clues as to whether Émile is alive or dead, the case has become a litany of unanswered questions: was the child the victim of a road accident? Kidnapping? Family conflict? A wolf attack? In investigations like these, time is the enemy of truth and the accomplice of speculation.At the beginning of September, Balique witnessed the reappearance of journalists wandering the village looking for any locals who may not have given their views on the disappearance yet, and who had not already said that they knew nothing, that they shared the family's sadness and, of course, that they hoped for a happy outcome.A stranger is easy to spot among the chalets and grazing donkeys. Especially as the last tourists have now left the narrow streets of Le Vernet – a village of just 50 permanent homes and 300 vacation properties. Only a handful of hikers remain, to follow a trail which leads to Piedmont in Italy, along tracks once used by shepherds with their herds to evade the summer heat in this ancient alpine region.The mystery surrounding the child's disappearance has fuelled a media frenzy. News site BFM DICI, the local offshoot of France's BFM-TV news channel, has reported a record 20 million visits, compared with the usual 800,000. The producers of Touche pas à mon poste (""Hands Off My TV"") a popular talk show on French television, have combed Le Vernet in search of people keen to air their opinions.The photo of Émile with his blond hair and mischievous smile, a dandelion tucked behind his ear, has been broadcast around the world. A British newspaper drew a parallel between the case and a BBC drama, The Missing (2014), the fictional tale of the disappearance of a little boy in the French countryside. Facebook discussion groups are multiplying, full of people praying and playing amateur detective, as well as criticising the police investigators.",/en/m-le-mag/
The first time Le Monde wrote 'Hamas',"The offensive launched by Hamas on Israel on October 7 stems from a 35-year journey towards extremism. When 'Le Monde' first mentioned the Palestinian organization inspired by the Muslim Brotherhood on June 21, 1988, it wasn't an armed group yet.","""The worst day in Israel's history."" That's how an army spokesman described Saturday, October 7, after the attack launched by Hamas. The death toll continues to rise: Over 1,200 dead on the Israeli as of October 13. The offensive was accompanied by hostage-taking and the murder of civilians, the very definition of terrorism. Fear's triumph is definitive. In its early days, Hamas had not yet specialized in this type of action.The first time the Islamic Resistance Movement (Harakat Al-Muqawama Al-Islamiya) appeared in Le Monde, on June 21, 1988, was as the initiator of a general trade strike paralyzing the Israeli-occupied Gaza Strip. On that day, the daily newspaper carried a dispatch from Agence France-Presse (AFP), which referred to this ""Palestinian organization inspired by the Muslim Brotherhood movement"" without mentioning the circumstances of its birth in December 1987, in the wake of the first Intifada.A few weeks later, Jerusalem correspondent Alain Frachon looked at the deployment of this ""fundamentalist group."" It became a competitor for the Palestine Liberation Organization (PLO) and its leader, Yasser Arafat, head of the Palestinian national movement.""Traditionally, the Islamist current is strong in Gaza (sometimes even among the militants of Yasser Arafat's Fat[a]h) whereas in the West Bank, it's rather the classical (secular) tendency of the PLO that dominates (itself divided between 'hardliners' and 'moderates'),"" said the journalist, on August 25, 1988. Frachon continued: ""Now, for the first time since the beginning"" of the Intifada, the Islamist movement acted autonomously by launching – alone – a call for a general strike in the West Bank.  It was a ""challenge"" to Arafat's authority.The Islamist organization disseminated its nascent doctrine. ""There is only one solution, the 'jihad' (holy war) for a single objective, a 'Muslim state over all Palestine,'"" its leaders wrote, quoted by the reporter on September 12, 1988. Clearly, without the state of Israel on the map. Hamas called for ""killing the Jews"" at a time when the PLO was preparing to recognize Israel. This division in the Palestinian camp was encouraged by Israeli services, discreet supporters of this new player, said Arafat's supporters.The fratricidal confrontation erupted in the summer of 1992, despite the PLO's outstretched hands. ""Between the secular militants of Yasser Arafat's Fat[a]h and the Islamist 'bearded men' of Hamas, the knives were drawn,"" said Jerusalem correspondent Patrice Claude on July 10, 1992. ""For the first time, pistols, knives, machetes, clubs and slingshots were used in clashes between Palestinians.""",/en/m-le-mag/
The golf rivalry across the Atlantic has never been hotter. Does anyone care?,"At the prestigious Ryder Cup 2023 in Rome on October 1, Europe's top golfers beat their American counterparts. The losers must have forced a bitter laugh.","Let's start at the beginning. Every two years since 1979, a team of America's finest golfers take on their European counterparts. Held alternately in the USA and Europe, the Ryder Cup is one of the major events on the world golfing calendar, and certainly one of the most colorful. In contrast to the generally muted atmosphere of the circuit, the Ryder Cup often gives rise to outbursts, arguments and similar emotional responses, all of which are both quite cheerful and perfectly innocent, but a little embarrassing all the same, don't you think?What can be seen here? Norwegian golfer Viktor Hovland, 26, lying on the green at Rome's Marco Simone Golf Club, cup in hand, surrounded by the wives of European team members. There are 12 of them, most of them on their knees, smiling so broadly that it looks like the teeth whitening industry is doing well among golf champions' wives. But let's just note that their jackets are the characteristic yellow of oilskins worn by sailors to ensure maximum visibility. Here, the goal may well be the same.Many of the players' wives are wearing what look like Panama hats (although the headgear on the left of the picture is open to question). Let me remind you of a truth that is not at all self-evident, and is in fact completely counterintuitive. No, Panama hats don't come from Panama, but from a neighboring country, Ecuador. What's more, they're not just advertising materials designed to please the VIPs at Roland-Garros, but perfectly respectable hats, especially if you buy them from Montecristi or Cuenca.Let's continue our review of the troops by focusing on the perfectly round, petroleum-colored glasses worn by the young woman in the background. These are teashades. That's what opticians called these round glasses, popularized in the 1960s by numerous celebrities, including a host of rock stars eager to effectively hide their glassy, intoxicated eyes, among them Mick Jagger, Roger Daltrey, Ozzy Osbourne and, of course, John Lennon. But I expect that the choice here is purely aesthetic.Finally, let's turn our attention to the hero of the day, a living god or king in the midst of his court, or perhaps both. The triumphant Hovland was enjoying his moment of glory. He could even follow the slow passage of time in the best possible way: On his wrist, and behind the dazzling white ceramic, was a Royal Oak by Audemars Piguet, a horological monument inspired by the shape of a diving helmet screwed onto a wetsuit. It was designed in 1973, and in a single night, by Gérald Genta. Product placement? This photograph is all about product placement.",/en/m-le-mag/
Norway rattled by a series of political scandals,    Four ministers have resigned since the Labour government took office in October 2021. ,"Ever since she had to hand over the reins of the Norwegian government to the Labor politician Jonas Gahr Støre in October 2021 after holding them for eight years, nothing seemed to stand in the way of the conservative politician Erna Solberg from becoming prime minister again at the end of the next legislative elections in 2025. The last local elections that were held on September 11 were a good omen: For the first time since 1924, the Høyre party, which she has led since 2004, came out ahead of Garh Støre's party.A few days later, her victory was overshadowed by a wave of scandals that are still rattling the Norwegian political class. On July 30, the business newspaper E24 asked Solberg, 62, to make public the stock market transactions her husband, Sindre Finnes, carried out between 2013 and 2021 while she was prime minister.On September 15, Finnes, an executive with the Federation of Norwegian Industries, finally complied. To everyone's surprise, he announced that he had carried out over 3,000 transactions for an estimated gain of 1,8 million kroner (€157,000). Some of these transactions involved state-owned companies, casting doubt on the information available to him at the time.At a press conference, Solberg, on the verge of tears, said there had been a ""breakdown of trust"" in her marriage. She claimed her husband lied to her and confessed that she may have unknowingly been guilty of conflicts of interest. Nevertheless, she refused to resign and promised to hire a ""babysitter"" to supervise her husband's financial transactions if she became prime minister again in 2025.For Norwegians, these revelations came as a shock. Trust in politicians has been traditionally high in the Scandinavian kingdom. But ""there's a very thin line between trust and naivety,"" remarked Kim Arne Hammerstad, the author of the book Politiske Skandaler (""Political Scandals,"" 2020). The journalist sees in this series of revelations the fruit of serious investigations carried out by the Norwegian media, which in recent years have chosen the path of investigative journalism.This string of revelations began in mid-summer and first impacted the ruling majority. On July 21, E24 journalists established that in January, Minister of Research and Higher Education Ola Borten Moe, number two in the Center Party, had bought 400,000 kronor's worth of shares in the state-owned company Kongsberg Gruppen, which holds a 25% share in the munitions producer Nammo, a week before the government approved a multi-billion-kronor contract with Nammo. The minister tendered his resignation. He was not the first to do so.",/en/m-le-mag/
"Mahmoud Abbas in Le Monde, from a man in the shadows to the disputed president of the Palestinian Authority","The leader, who is also known as Abu Mazen, was pivotal to the Oslo Accords aimed at resolving the Israeli-Palestinian conflict. He has always opposed Hamas but never succeeded in weakening it.","Mahmoud Abbas, 87, has been practically silent since the Hamas attack against Israel on October 7 and the start of bombing in the Gaza Strip. He finally spoke up on Sunday, October 15 during a phone call with Venezuelan President Nicolas Maduro. ""Hamas' policies and actions do not represent the Palestinian people,"" stated the disputed leader of the Palestinian Authority. Without any legitimacy or power, the oldest leader in the Arab world is a good example of 50 years of missed opportunities and dashed hopes.It was under his assumed name, Abu Mazen, that the current leader of the Palestinian Authority first appeared in Le Monde, on January 29, 1977. The French-Israeli journalist Amnon Kapeliouk mentioned the declaration by the moderate member of the Palestine Liberation Organization (PLO) Central Committee that authorized contacts with the Israeli state and any organization that recognized ""the legitimate rights of the Palestinian people."" During the last two decades of the 20th century, Abbas was first and foremost a man in the shadows.In 1993, at the time of the Oslo Accords, which aimed to resolve the Israeli-Palestinian conflict, the first portrait written by AFP ­briefly showed his ""discrete"" personality. He was described as a faithful follower of the historic leader, Yasser Arafat. He is not ""particularly popular"" in his own camp, where activists ""don't know him."" Despite his central role in the signing of the historic agreements, he has not received the Nobel Peace Prize, unlike the other three co-signatories, Arafat and the two Israeli statesmen, Shimon Peres and Yitzhak Rabin, wrote Patrice Claude, Le Monde's correspondent in Israel. For Claude, Abbas, who defends the idea of two states with Jerusalem as the capital, is above all ""the man of secret contacts,"" he wrote on July 1, 1997.Appointed prime minister of the Palestinian Authority in 2003, Mazen became a public figure late in life, at almost 70, after the failure of the latest peace agreements and new deadly confrontations. ""Mahmoud Abbas is not meant to be a figurehead. The question is how much freedom of action he will be allowed by a weakened Yasser Arafat, who may fear the shadow of a strong prime minister,"" wrote Le Monde in its March 13 editorial.The minister soon proved to be a ""mediocre manipulator,"" according to Gilles Paris, in April 2003. The Jerusalem correspondent emphasized Abbas' political ""fragility"" after a suicide attack in Tel Aviv a few hours after his inauguration.",/en/m-le-mag/
"In New York, is this the end of Trump Tower?","    Located in the heart of Manhattan, the 58-story building embodies the success and power of the former president of the United States. Prosecuted for financial fraud, the billionaire could lose his jewel. ","Rarely has a building symbolized a man's success to such an extent. But Trump Tower, on Manhattan's Fifth Avenue, could slip away from the man whose name it bears. In a civil trial that began on October 2 and is expected to last until Christmas, Donald Trump, well positioned to become the Republican presidential candidate in 2024, is accused by the state of New York of having considerably inflated the value of his assets in order to obtain more advantageous loans from banks – a charge he denies. The former US president (2017-2021) could be forced to part with his precious glass tower, which houses his company's headquarters and the penthouse in which he has lived for over 30 years. This triplex with its overly elaborate, flashy decor is one of the key elements of the Democratic prosecutor's complaint, which denounces a massive, and fraudulent, increase in the value of the apartment.The story goes that Trump had been eyeing this location for a while, a stone's throw from Central Park and right next to the jeweler Tiffany & Co., where the luxury department store Bonwit Teller was located. In 1979, the real estate magnate bought the building, renowned for its Art Deco facade. Despite his promise to donate sculptural elements to the Metropolitan Museum of Art, he was able to erase traces of the past. The billionaire was also accused of underpaying undocumented Polish workers and making them work in unsafe conditions – he would pay over $1 million to put an end to the lawsuit in 1998. Designed by the American Der Scutt, the skyscraper has 58 floors – although the top one is numbered 68. At the entrance, the giant letters ""Trump Tower"" overhang two revolving doors opening onto an immense atrium open to the public and clad in pinkish marble.When it opened in 1983, the jewel of the Trump empire became a fashionable place to be. Prices soared and stars flooded in – Steven Spielberg had an office and Michael Jackson had an apartment. Over time, the building became part of New York's heritage. In 1997, the skyscraper stood proudly at the center of the cover of the video game Grand Theft Auto, with a police car at its feet. While the glass tower also made a few appearances in film, it enjoyed its greatest success on the small screen, serving as the set for The Apprentice, the reality show Trump hosted from 2004 to 2015. At the end of each episode, a fictitious meeting room in the building was the setting for the now-famous line ""You're fired!"" shouted by the host to one of the contestants.In 2015, the billionaire chose Trump Tower as his campaign HQ and celebrated his victory in his triplex, which occupies the building's top floors. The 45th US president subsequently moved into the White House but returned regularly before making Mar-a-Lago, in Florida, his primary residence. During his presidency, the foot of the tower became a rallying point for his opponents. Since his defeat in 2020, the place has lost some of its splendor. It's still possible to eat a burger at the Trump Grill, sip a latte at the Trump Cafe or do some (expensive) shopping at the Trump Store, but it's no longer as crowded as it once was. While Gucci recently extended the lease on its street-side boutique, others have preferred to distance themselves from it. Even Starbucks has moved away. All that remains is for the 10 golden letters with pride of place over the entrance to be taken down.",/en/m-le-mag/
One Israeli family shares how their ideal kibbutz life turned to terror,Long Read,"""Yarin has disappeared. If you have any information, please contact us. She was at the Nahal Oz base yesterday."" It was the day after the October 7 attack when hundreds of Hamas militants infiltrated Israel, launching assaults on soldiers and civilians, resulting in the loss of at least 1,400 lives. On social media platforms, the sweet face of 20-year-old Yarin, a nurse at the Nahal Oz military base on the border with Gaza, was shared by Patrick Spitz, her grandfather.A few hours later, it was Yaël, one of Patrick's three daughters, who, in a voice message sent to me, announced the death of her niece. She was breathless: ""She's dead. Her body is being guarded by the army. She was not kidnapped. We're all devastated."" No burial date has yet been set, as the entire region has been declared a combat zone.Malka Rafenberg, Patrick Spitz's wife and Yarin's grandmother, is a distant relative of mine whose life I've been keeping track of for a number of years, thanks in particular to social media. We talk regularly without ever having met. In 1939, Malka's father Shimon, a cousin of my great-grandfather, left Warsaw, enlisted in the Polish cavalry and managed to escape on horseback to the USSR as soon as the Germans invaded. With its pogroms, indignities and anti-Semitism, Poland was a hostile land for Jews. Family members who fled to France, the United Kingdom or Russia survived. Others perished in the Warsaw ghetto or concentration camps.In Leningrad, Shimon met Helena, a medical student. Together, they moved to Tashkent (now Uzbekistan), where their son Yoel was born, and then to Lviv, Ukraine, where their daughter Malka was born in 1951. Nine years later, they returned to Warsaw, where their parents had disappeared and the family home had been razed to the ground. They learned that Poland was the only Soviet bloc country to allow Jews to emigrate to Israel. They moved to the suburbs of Tel Aviv. Shimon worked in the aeronautics industry, while Helena, who became an oncologist, devoted herself to raising their children.In 1970, Patrick Spitz, a 23-year-old from a Catholic family in Strasbourg, visited a friend in Israel. Having left home at the age of 18 with his brother, he loved discovering the world and had just returned from a long trip to San Francisco, California. In the seaside resort of Eilat, he met Malka, fell in love, converted to Judaism and decided to stay in Israel.Forty-eight hours before the outbreak of the Yom Kippur War in 1973, they married and settled in the Magen kibbutz, just 5 kilometers from the Gaza Strip (then under Israeli control). The kibbutz was founded by Romanian Holocaust survivors in the aftermath of the Second World War. For Patrick Spitz, the choice of kibbutz life echoed his French upbringing. ""In Strasbourg, we grew up in a large family, and our mother ran a kind of boarding house where workers lived alongside doctors, and everyone paid rent according to their income. It was a sort of French-style kibbutz,"" said his brother, Thierry Spitz.",/en/m-le-mag/
"In the name of the Father, the Son and your pet","Some products and practices, born in the United States, are spreading around the globe. In her column, Le Monde's Guillemette Faure examines the unusual New York practice of blessing animals of all shapes and sizes.","A police horse waited on the sidewalk, a dog from the police dog unit tugged on its leash. Marble Church on Fifth Avenue in Manhattan was holding its special blessing of animals ceremony that Sunday. Klara Hendrick, who usually comes alone, came with Rosa the tortoise. She was sure the animal didn't miss a minute of the sermon, as she saw it stick its neck out and turn its head towards a dog next to her when the pastor called for openness to people who aren't like us.""He had it all figured out."" He? ""May I ask what Rosa's pronouns are?"" asked Stan Williams, marketing manager of this parish of the Protestant Reformed Church, whose lapel is adorned with all manner of brooches of butterflies, birds, frogs... ""He,"" replied Rosa's owner. ""Thank you for asking, that's really thoughtful of you.""""Stupidly, I would have asked if it was a male or a female, I'm so old school,"" blurted out another parishioner, a little embarrassed. ""You have to be sensitive,"" said Williams. In addition to Rosa, more than 100 animals made the trip. There were dogs of all sizes, a canary, a cat, children with soft toy animals, and people who took out their phones and asked Michael Bos or Elise Brown – the pastors of Marble Church – to bless the photos.What could be more natural? The blessing of animals is an extension of the attitude of St. Francis of Assisi, the church explained. Various parishes in New York hold such blessings in October, such as Saint John the Divine Cathedral, where, on the previous Sunday, a camel and ostriches were among the 1000 animals blessed. At Marble Church, the blessing of the animals, despite its air of old Christian tradition, has only been taking place for six years and is one of the initiatives through which the parish is trying to forge links with those who have become estranged from religion.The decline of faith is one of the most striking phenomena in the USA over the last 30 years. Three in 10 American adults say they have no religious affiliation, a number that has never been higher, rising to 43% among those under 30. ""It's important that we do this on the street in front of the church, not inside. Some people are intimidated by going into a church..."" observed Williams. ""My two dogs are in there,"" said a chic blonde lady, pointing to her black leather handbag, which she explained contained their ashes. People with pets are often lonely, the parish found, and blessings are also a way of reaching out to them.In her mistress' arms, Peppermint was wearing a pompom collar for the occasion. This 14-year-old dog has spent her life making the rounds of retirement homes, convalescent homes and hospitals. ""She's retiring after a career in therapy,"" said her proud owner.",/en/m-le-mag/
Sweden: Tesla employees strike to defend their wages and social model,    The movement began on October 27 to protest the American brand's refusal to sign a Swedish collective bargaining agreement. ,"""Shame on you Tesla, shame on you!"" Former Swedish Social Democrat Prime Minister Stefan Löfven is not one to let his emotions get the better of him. But the former leader of the powerful IF Metall union saw red when he learned that American giant Tesla was refusing to sign Swedish collective bargaining agreements.In a message posted on Facebook on Sunday, October 29, Löfven announced that he would be boycotting Elon Musk's cabs, and encouraged his fellow citizens to suspend their purchase of a Tesla ""until an agreement is signed.""Since October 27, the union has been on strike at seven Tesla dealerships in Sweden, employing 120 people. If no agreement is reached by November 3, IF Metall is threatening to extend the strike to the brand's service centers in some 15 towns. The Transport union, meanwhile, has announced that it is ready to block all Tesla electric vehicle departures and arrivals at four of Sweden's largest ports from November 7, in solidarity with the company's employees.""This dispute is about wages, pensions and insurance for our members working at Tesla. But fundamentally, it's also about defending the whole Swedish labor market model. In Sweden, unions and employers agree on working conditions, within the framework of collective bargaining,"" IF Metall President Marie Nilsson explained.According to the union, talks with the company broke down on October 24. Refusing to sign the industry agreements, Tesla representatives reportedly stated that the group ""has no collective agreement anywhere in the world"" and that ""this is a decision that has to be made at the highest level of the company,"" according to Veli-Pekka Säikkälä, in charge of collective agreement negotiations at IF Metall.The development is exceptional. The last time the metalworking union compensated its striking members was in 2010. Then, IF Metall was in dispute with a stone-cutting company, which refused to sign collective agreements. On several occasions since then, the union has threatened to stop work, but each time a compromise was reached before a strike was called.Another peculiarity: the American company seems ready for confrontation. Tesla employees have revealed that they have been threatened by their bosses. The Swedish newspaper Dagens Arbetare reported that Tesla was planning to break the strike by transferring employees from one dealership to another within the country, in violation of the Saltjöbad agreement, which has regulated relations between unions and employers since 1938.",/en/economy/
ArcelorMittal asked to leave Kazakhstan following tragedy in Kostenko coal mine,"    A coal mine owned by the multinational company experienced a methane blast that killed 46 miners on October 28, leading Kazakh President Tokayev to call for the company's departure. ","A red star, a distant symbol of Kazakhstan's Soviet past, still stands at the top of the headframe overseeing the descent and ascent of workers at the Kostenko coalmine run by ArcelorMittal. On Saturday, October 28, however, 46 miners did not come back out of the mine alive, victims of a methane explosion and the ensuing fire. This death toll makes it the deadliest accident in Kazakhstan's history. The country is home to significant natural resources (oil, gas, uranium, coal, iron, gold) that are highly sought after by multinational corporations, including ArcelorMittal for iron and coal, TotalEnergies for hydrocarbons and Orano for uranium.The tragedy led the president of Kazakhstan to declare a national day of mourning on Sunday, October 29, and, more importantly, to announce the departure of the group led by Indian businessman Lakshmi Mittal. President Kassym-Jomart Tokayev placed the entire responsibility for the accident on ""the worst enterprise in Kazakhstan's history in terms of cooperation with the government."" The Kazakh government has signed a preliminary agreement to nationalize ArcelorMittal Temirtau, the local subsidiary of the global steel giant. The steel and mining group, which had been present in the country since 1995, stated on Monday that it was committed to completing the operation as quickly as possible to minimize production disruptions related to its departure. At the same time, the company's stock price fell by more than 4% on the Amsterdam Stock Exchange.The Kazakh public does not tolerate these mining accidents in a country where oil, gas and minerals remain the backbone of the economy. Five deaths occurred at the Shakhtinskaya mine in August 2022, and five more at the Lenin mine three months later. This is the very location where the worst mining disaster in the country occurred in 2006, resulting in 41 deaths, until the recent accident on October 29. A total of approximately 200 people are believed to have lost their lives at Kazakh mining sites since the country gained independence.The government has accused the Luxembourg-based steel company of not implementing complete safety regulations and of operating outdated facilities. But the group claims to have improved the situation in recent years, within the general regulatory framework set by the 1995 Safety and Health in Mines Convention by the International Labor Organization. This convention stipulates that ""employers shall take all necessary measures to eliminate or minimize the risks to safety and health in mines under their control."" This includes air quality and adequate ventilation, structural maintenance, ground stabilization, prevention of explosions and fires, periodic inspections and more.",/en/economy/
